Date,Open,High,Low,Close,Volume
2019-01-31,3034.592529296875,3061.366455078125,3011.675048828125,3020.302490234375,5093417572
2019-02-01,3023.147705078125,3056.47412109375,2998.878173828125,3044.247314453125,4733081624
2019-02-02,3041.35009765625,3075.093505859375,3026.468017578125,3073.150146484375,4426467434
2019-02-03,3068.85498046875,3073.43603515625,3010.15869140625,3023.359619140625,4402303328
2019-02-04,3026.67822265625,3036.474609375,3006.6142578125,3024.73291015625,4663004052
2019-02-05,3021.285400390625,3045.831787109375,3017.62109375,3038.158203125,4581790350
2019-02-06,3040.58251953125,3041.703125,2990.384033203125,3003.6240234375,4823543077
2019-02-07,3004.47900390625,3023.773681640625,2992.611328125,2998.1572265625,4414116828
2019-02-08,2999.833740234375,3262.93896484375,2990.34033203125,3237.059326171875,6829062223
2019-02-09,3241.3017578125,3248.67822265625,3219.2080078125,3240.96435546875,5437061453
2019-02-10,3242.72802734375,3263.156494140625,3212.017822265625,3258.583740234375,5547484136
2019-02-11,3263.3740234375,3263.954345703125,3229.37255859375,3234.70947265625,5565257065
2019-02-12,3229.6748046875,3237.48388671875,3208.133056640625,3223.957763671875,5718440360
2019-02-13,3223.15087890625,3237.43212890625,3196.40869140625,3224.065673828125,5715596001
2019-02-14,3223.7529296875,3237.303466796875,3191.997314453125,3202.042724609375,5551786978
2019-02-15,3202.77099609375,3236.49169921875,3202.755859375,3205.250244140625,5392778873
2019-02-16,3200.345703125,3233.604736328125,3200.345703125,3213.19677734375,5253613477
2019-02-17,3216.35888671875,3258.1220703125,3203.80859375,3252.190185546875,6231587653
2019-02-18,3250.539306640625,3480.3857421875,3248.778564453125,3461.663818359375,8759299472
2019-02-19,3458.1708984375,3550.25,3457.109130859375,3480.855712890625,8760246807
2019-02-20,3480.332763671875,3527.2646484375,3459.408203125,3525.2978515625,7662026836
2019-02-21,3525.846435546875,3538.560791015625,3477.77587890625,3486.701904296875,6856030209
2019-02-22,3485.425537109375,3533.866943359375,3483.81005859375,3532.99462890625,6903230070
2019-02-23,3527.1640625,3674.789306640625,3500.535888671875,3653.8330078125,7869699502
2019-02-24,3656.418212890625,3713.912353515625,3346.8974609375,3359.55859375,9517000488
2019-02-25,3356.70263671875,3446.43798828125,3357.589599609375,3416.384521484375,8199608659
2019-02-26,3412.85791015625,3424.978759765625,3379.6923828125,3382.94287109375,6961175395
2019-02-27,3385.929931640625,3414.516357421875,3330.305419921875,3384.327392578125,7295249060
2019-02-28,3382.491455078125,3434.39404296875,3381.4306640625,3389.312255859375,7385479037
2019-03-01,3388.581787109375,3437.39453125,3387.197509765625,3394.986328125,6739025250
2019-03-02,3391.234375,3408.20166015625,3370.83544921875,3398.930908203125,6665890978
2019-03-03,3397.040771484375,3409.650634765625,3372.8779296875,3381.98291015625,6376472408
2019-03-04,3380.15087890625,3401.70654296875,3293.70849609375,3317.8173828125,7964031008
2019-03-05,3316.484375,3454.646240234375,3303.940673828125,3445.9853515625,8998078794
2019-03-06,3446.609619140625,3468.378662109375,3427.740966796875,3450.86279296875,8110434720
2019-03-07,3450.37353515625,3484.552978515625,3442.310302734375,3493.00244140625,8558774818
2019-03-08,3494.585205078125,3514.0634765625,3449.360107421875,3472.416748046875,9469505717
2019-03-09,3466.560791015625,3549.040283203125,3464.63623046875,3527.74560546875,9609611742
2019-03-10,3530.291748046875,3530.291748046875,3491.600341796875,3518.216064453125,8647984408
2019-03-11,3520.12158203125,3531.014404296875,3464.798583984375,3468.384765625,8993208390
2019-03-12,3467.080078125,3482.302490234375,3431.087646484375,3463.680419921875,8691981778
2019-03-13,3467.057861328125,3464.02880859375,3446.14501953125,3447.834228515625,8356934390
2019-03-14,3446.3515625,3493.291748046875,3451.3134765625,3470.221435546875,9267900197
2019-03-15,3472.7919921875,3505.314697265625,3457.9033203125,3494.7119140625,8288512017
2019-03-16,3497.34912109375,3597.169189453125,3495.370361328125,3572.19091796875,8696096120
2019-03-17,3571.302978515625,3576.951904296875,3534.8564453125,3555.384033203125,7261956175
2019-03-18,3560.247314453125,3594.7978515625,3533.960693359375,3557.131103515625,8509713345
2019-03-19,3557.3828125,3595.55859375,3546.39111328125,3585.598876953125,8230304628
2019-03-20,3585.180908203125,3579.55517578125,3552.505126953125,3576.836181640625,8904659506
2019-03-21,3573.741455078125,3596.86328125,3524.140625,3542.43115234375,9522390586
2019-03-22,3541.72509765625,3586.8154296875,3530.90625,3558.986572265625,8183731459
2019-03-23,3557.876708984375,3581.906494140625,3551.907958984375,3569.474609375,8471985632
2019-03-24,3568.88818359375,3573.78466796875,3547.01513671875,3560.789306640625,8095854344
2019-03-25,3562.5107421875,3573.08984375,3478.057373046875,3502.470703125,9155769653
2019-03-26,3507.794189453125,3534.5634765625,3494.65283203125,3534.5634765625,9497165017
2019-03-27,3534.148681640625,3632.138916015625,3531.162109375,3631.9794921875,9683758088
2019-03-28,3632.922607421875,3649.548828125,3598.2412109375,3623.731201171875,8330101742
2019-03-29,3622.54443359375,3662.80517578125,3590.794189453125,3652.0615234375,9729622878
2019-03-30,3646.50244140625,3828.884521484375,3612.43896484375,3659.44482421875,8672798331
2019-03-31,3658.3720703125,3664.65478515625,3647.794677734375,3657.865966796875,8059095555
2019-04-01,3657.873779296875,3711.0234375,3650.339111328125,3710.858154296875,9065049147
2019-04-02,3709.759765625,4378.11767578125,3708.283447265625,4354.8955078125,19021953657
2019-04-03,4355.7431640625,4722.5859375,4352.8037109375,4422.50830078125,20364873584
2019-04-04,4421.103515625,4502.37451171875,4308.96923828125,4386.38623046875,16263001737
2019-04-05,4386.22021484375,4505.3154296875,4382.77490234375,4488.1865234375,15003740653
2019-04-06,4488.2861328125,4638.90771484375,4448.56884765625,4508.80322265625,15086140497
2019-04-07,4511.45556640625,4666.12158203125,4500.42236328125,4634.541015625,14847420752
2019-04-08,4635.3203125,4739.82275390625,4577.84130859375,4699.3056640625,15239302854
2019-04-09,4699.43603515625,4699.43603515625,4582.1416015625,4619.98876953125,13067531219
2019-04-10,4619.2626953125,4810.05126953125,4609.57861328125,4722.0576171875,13750184451
2019-04-11,4722.46875,4748.88232421875,4451.70654296875,4497.26513671875,14701387025
2019-04-12,4494.34619140625,4516.7705078125,4391.52978515625,4500.67919921875,12092984942
2019-04-13,4500.06982421875,4533.9140625,4475.96337890625,4506.91162109375,9571034992
2019-04-14,4506.17919921875,4586.13330078125,4469.24951171875,4571.3828125,9192752356
2019-04-15,4571.0283203125,4595.40087890625,4444.6083984375,4482.4501953125,10872080100
2019-04-16,4482.17333984375,4641.77880859375,4471.072265625,4639.52783203125,10295957065
2019-04-17,4640.0380859375,4674.55859375,4611.70068359375,4649.068359375,11010667480
2019-04-18,4648.7470703125,4736.9423828125,4647.56494140625,4715.5634765625,11798276027
2019-04-19,4715.54833984375,4745.77099609375,4657.02978515625,4716.388671875,12254008323
2019-04-20,4716.6982421875,4765.0107421875,4709.3330078125,4746.6884765625,11711043211
2019-04-21,4744.90380859375,4766.28662109375,4674.64208984375,4726.6005859375,12212731492
2019-04-22,4724.68310546875,4816.10546875,4699.21923828125,4795.59765625,12968847994
2019-04-23,4795.59765625,5023.04150390625,4790.3115234375,4964.70703125,14137009893
2019-04-24,4963.701171875,5035.35546875,4858.919921875,4899.6572265625,15284823497
2019-04-25,4901.1435546875,4978.44287109375,4653.1171875,4678.54296875,13765122793
2019-04-26,4678.353515625,4833.0771484375,4649.9912109375,4732.40771484375,15070373647
2019-04-27,4732.51806640625,4760.22705078125,4691.43115234375,4722.16943359375,11752133720
2019-04-28,4725.2666015625,4771.13232421875,4714.505859375,4740.140625,11498007295
2019-04-29,4739.8466796875,4758.27001953125,4664.009765625,4690.7919921875,12278635854
2019-04-30,4691.55615234375,4782.4326171875,4658.42578125,4771.25927734375,12375914347
2019-05-01,4770.99853515625,4817.5537109375,4767.23388671875,4823.61962890625,12213315362
2019-05-02,4823.375,4938.7470703125,4813.427734375,4927.24560546875,13106836445
2019-05-03,4927.52978515625,5258.2412109375,4912.9345703125,5147.04443359375,16704551999
2019-05-04,5147.859375,5252.875,5037.4521484375,5203.15087890625,15675730777
2019-05-05,5203.0625,5205.5556640625,5091.224609375,5181.74609375,13240072049
2019-05-06,5177.91259765625,5178.90185546875,5053.33935546875,5130.1748046875,14048573270
2019-05-07,5129.09619140625,5354.23388671875,5125.35546875,5209.4990234375,16109192274
2019-05-08,5227.39501953125,5349.60400390625,5178.43017578125,5342.5498046875,13681852074
2019-05-09,5342.40576171875,5510.9736328125,5342.40576171875,5503.88232421875,14961581150
2019-05-10,5504.837890625,5727.32470703125,5486.54931640625,5678.451171875,17287573052
2019-05-11,5679.1796875,6527.83935546875,5675.64697265625,6413.68798828125,25697903986
2019-05-12,6412.5625,6679.94677734375,6066.27490234375,6205.3828125,24718155882
2019-05-13,6204.32080078125,7169.19091796875,6140.2646484375,6958.033203125,25533251460
2019-05-14,6951.3984375,7357.6494140625,6867.75927734375,7134.91259765625,28587654704
2019-05-15,7130.71630859375,7334.35791015625,7043.24658203125,7321.37255859375,25291111829
2019-05-16,7311.98583984375,7424.99609375,6916.6083984375,7057.22265625,29685603684
2019-05-17,7058.9169921875,7095.83203125,6304.857421875,6578.51513671875,26933099173
2019-05-18,6576.51611328125,6671.1171875,6495.7529296875,6513.40283203125,19128742817
2019-05-19,6510.49609375,7400.8486328125,6510.49609375,7342.6376953125,23200695811
2019-05-20,7341.9521484375,7345.33642578125,6881.7470703125,7142.9404296875,21346880688
2019-05-21,7142.63623046875,7222.896484375,7028.53466796875,7131.44677734375,22502352529
2019-05-22,7125.14599609375,7164.84521484375,6827.57275390625,6884.59619140625,22159129021
2019-05-23,6882.326171875,7104.40283203125,6765.66943359375,7047.1669921875,21867124559
2019-05-24,7047.81201171875,7266.78125,6996.73193359375,7128.09033203125,23130747309
2019-05-25,7132.1181640625,7243.94189453125,7108.99658203125,7185.59912109375,19860622351
2019-05-26,7187.974609375,7749.451171875,7071.5,7737.3759765625,23799417119
2019-05-27,7738.14013671875,7958.8720703125,7730.7509765625,7866.87109375,24969715870
2019-05-28,7864.1728515625,7868.13525390625,7713.4658203125,7808.07177734375,21693389184
2019-05-29,7806.8447265625,7857.7294921875,7596.376953125,7775.35400390625,21076837662
2019-05-30,7777.39453125,8089.7998046875,7387.2744140625,7473.814453125,26273677417
2019-05-31,7474.5458984375,7671.14990234375,7301.193359375,7660.2880859375,22660754298
2019-06-01,7659.69677734375,7705.93896484375,7577.2724609375,7650.9208984375,20090600620
2019-06-02,7652.22265625,7866.5322265625,7648.43603515625,7824.93896484375,18138243074
2019-06-03,7823.85498046875,7825.91357421875,7296.10546875,7299.265625,19565949474
2019-06-04,7301.0361328125,7301.0361328125,6722.4853515625,6849.16357421875,21868330503
2019-06-05,6846.11767578125,7017.31591796875,6821.556640625,6968.2607421875,19380278436
2019-06-06,6964.16552734375,7064.05859375,6715.220703125,6936.5703125,17270085103
2019-06-07,6940.5595703125,7168.85986328125,6908.0771484375,7095.00634765625,16883309532
2019-06-08,7088.6767578125,7124.06005859375,6913.0078125,7015.779296875,14573537200
2019-06-09,7011.8515625,7035.048828125,6696.88525390625,6791.208984375,14672969020
2019-06-10,6794.92578125,7107.662109375,6701.43505859375,7068.95556640625,16513525776
2019-06-11,7072.41357421875,7093.68701171875,6866.02099609375,6997.71435546875,15100424923
2019-06-12,6995.70166015625,7256.76318359375,6937.423828125,7211.5927734375,16851335707
2019-06-13,7212.59521484375,7368.25439453125,7160.82568359375,7296.7138671875,16550429436
2019-06-14,7296.63427734375,7756.90869140625,7257.34375,7741.94482421875,17659848879
2019-06-15,7738.30615234375,7889.1416015625,7674.767578125,7870.66162109375,16359588799
2019-06-16,7873.3916015625,8313.6826171875,7849.45068359375,8017.5517578125,20812547519
2019-06-17,8012.591796875,8390.8193359375,8012.591796875,8302.83984375,13863928895
2019-06-18,8316.3046875,8327.3916015625,8043.96142578125,8109.80517578125,14152087499
2019-06-19,8107.4580078125,8276.9970703125,8098.85693359375,8253.92578125,13837484833
2019-06-20,8253.515625,8496.7607421875,8178.4482421875,8435.3291015625,15801542085
2019-06-21,8431.8818359375,8909.2841796875,8365.234375,8909.2841796875,18112684983
2019-06-22,8936.83203125,9798.7490234375,8876.33203125,9398.578125,26342778750
2019-06-23,9394.1865234375,9889.30859375,9263.34375,9536.26953125,18446693859
2019-06-24,9533.896484375,9713.69921875,9324.58203125,9659.9189453125,16906808632
2019-06-25,9656.4755859375,10372.4814453125,9656.4755859375,10372.4814453125,21886683363
2019-06-26,10361.6298828125,12135.5986328125,10339.5888671875,11443.0380859375,39654073839
2019-06-27,11443.8232421875,11707.2978515625,9228.685546875,9833.7685546875,35154792499
2019-06-28,9815.6201171875,10936.8203125,9605.7158203125,10903.5634765625,30835121525
2019-06-29,10897.791015625,10897.919921875,10113.5625,10509.8955078125,26297177039
2019-06-30,10485.8330078125,10718.986328125,9504.9091796875,9520.8818359375,23990193993
2019-07-01,9503.080078125,9870.4638671875,8938.224609375,9376.392578125,26028695677
2019-07-02,9381.30859375,9656.7958984375,8618.6611328125,9566.484375,27469165572
2019-07-03,9581.5,10603.716796875,9581.5,10597.43359375,27285047218
2019-07-04,10607.5771484375,10636.9140625,9894.57421875,9937.9208984375,22967791101
2019-07-05,9927.080078125,10166.0693359375,9646.30078125,9772.9697265625,21220895891
2019-07-06,9776.60546875,10346.7265625,9776.60546875,9979.533203125,18779283841
2019-07-07,9987.6044921875,10281.1015625,9926.337890625,10198.8115234375,17251232976
2019-07-08,10195.0263671875,11008.81640625,10146.7001953125,10953.47265625,20935727857
2019-07-09,10952.98828125,11399.4970703125,10905.5126953125,11221.0087890625,25137363014
2019-07-10,11219.99609375,11672.978515625,10405.0869140625,10797.560546875,29868414975
2019-07-11,10782.6396484375,10787.060546875,9915.953125,10096.2939453125,25417328757
2019-07-12,10092.4169921875,10559.6552734375,9919.6015625,10473.7734375,20861316438
2019-07-13,10471.23828125,10496.7939453125,9669.3525390625,10098.28515625,18652322461
2019-07-14,10088.216796875,10150.4267578125,9080.853515625,9098.8466796875,19948859649
2019-07-15,9100.42578125,9811.1650390625,8868.9853515625,9674.6103515625,22540500855
2019-07-16,9675.9990234375,9808.359375,8423.4599609375,8452.7490234375,21539536705
2019-07-17,8447.763671875,8879.2646484375,8166.900390625,8633.6015625,21882733799
2019-07-18,8638.2529296875,9552.5908203125,8358.3095703125,9472.1572265625,22366833498
2019-07-19,9461.033203125,9516.8076171875,9113.3203125,9378.6708984375,18459845871
2019-07-20,9374.2939453125,9840.7119140625,9307.90625,9589.9677734375,17997425920
2019-07-21,9599.22265625,9656.5439453125,9248.76953125,9448.1376953125,15270353604
2019-07-22,9445.11328125,9493.1533203125,9058.4033203125,9229.9296875,14576423508
2019-07-23,9233.1787109375,9276.841796875,8848.7626953125,8877.623046875,16007099892
2019-07-24,8865.9326171875,8891.99609375,8625.369140625,8806.1748046875,15615311858
2019-07-25,8803.634765625,9110.58984375,8742.775390625,8892.6767578125,14195091511
2019-07-26,8893.830078125,8897.0205078125,8715.552734375,8863.5322265625,13017151606
2019-07-27,8864.306640625,9130.25390625,8451.546875,8510.9541015625,15102392964
2019-07-28,8523.48046875,8603.1484375,8311.5234375,8582.595703125,12343276122
2019-07-29,8578.3896484375,8700.2578125,8520.017578125,8542.986328125,12377173980
2019-07-30,8545.8427734375,8702.759765625,8472.8125,8610.6533203125,12394968227
2019-07-31,8607.630859375,9109.9541015625,8669.5869140625,9109.9541015625,15022603972
2019-08-01,9102.560546875,9458.0673828125,8976.669921875,9386.7412109375,15493433951
2019-08-02,9388.884765625,9594.1181640625,9350.029296875,9454.787109375,15720946670
2019-08-03,9455.779296875,9840.0615234375,9441.6005859375,9727.650390625,13800528601
2019-08-04,9727.5654296875,9913.2958984375,9546.568359375,9875.908203125,14881938032
2019-08-05,9867.40234375,10613.419921875,9867.40234375,10500.03125,21235471599
2019-08-06,10503.357421875,10960.326171875,10078.7734375,10243.8759765625,21093529993
2019-08-07,10241.9169921875,10733.7451171875,10195.099609375,10658.732421875,19810003942
2019-08-08,10669.5068359375,10691.392578125,10330.7177734375,10697.322265625,17415491000
2019-08-09,10685.517578125,10699.8173828125,10449.0390625,10516.3271484375,16258144339
2019-08-10,10515.103515625,10563.0615234375,10038.4775390625,10065.18359375,16067873849
2019-08-11,10061.3857421875,10281.453125,9944.4375,10281.453125,14074052012
2019-08-12,10285.912109375,10285.912109375,10119.5263671875,10148.3310546875,12167350642
2019-08-13,10150.45703125,10191.115234375,9686.146484375,9749.7529296875,14926859587
2019-08-14,9742.8896484375,9743.2353515625,8997.9453125,9021.052734375,17941077695
2019-08-15,9009.01171875,9361.32421875,8687.3701171875,9280.8759765625,20610279832
2019-08-16,9288.03515625,9479.05078125,8894.21484375,9350.3916015625,18231683056
2019-08-17,9336.31640625,9420.9501953125,9091.140625,9221.87109375,12418143563
2019-08-18,9223.0087890625,9452.5205078125,9120.33984375,9327.2958984375,11720021193
2019-08-19,9331.0087890625,9849.5556640625,9301.2001953125,9849.5556640625,14471326152
2019-08-20,9849.91796875,9876.57421875,9575.6474609375,9699.05078125,13564753835
2019-08-21,9699.9560546875,9731.685546875,8977.408203125,9140.3740234375,17556757969
2019-08-22,9145.2275390625,9231.1650390625,8852.95703125,9139.0126953125,15423303692
2019-08-23,9145.3740234375,9302.12890625,9095.3876953125,9271.4150390625,13920552878
2019-08-24,9271.1298828125,9271.74609375,8892.23046875,9042.080078125,13750984650
2019-08-25,9042.771484375,9167.404296875,8977.783203125,9097.2919921875,12700255536
2019-08-26,9087.9287109375,9435.2451171875,9087.9287109375,9342.1591796875,16609760859
2019-08-27,9344.4638671875,9351.583984375,9083.462890625,9184.275390625,13311459751
2019-08-28,9200.77734375,9274.4755859375,8767.6884765625,8799.73828125,15880872157
2019-08-29,8801.0595703125,8801.0595703125,8503.275390625,8598.34375,15411485578
2019-08-30,8602.54296875,8786.068359375,8532.56640625,8718.021484375,12348578279
2019-08-31,8717.4453125,8785.21875,8656.7802734375,8746.5693359375,10403255190
2019-09-01,8746.5048828125,8913.0986328125,8703.4697265625,8877.6748046875,10412835971
2019-09-02,8877.125,9477.7509765625,8869.8388671875,9436.462890625,15730631502
2019-09-03,9435.8701171875,9785.1220703125,9419.951171875,9681.0732421875,17665184989
2019-09-04,9678.9326171875,9755.400390625,9474.7587890625,9600.94140625,15172537667
2019-09-05,9594.65234375,9642.0048828125,9525.9716796875,9585.3564453125,13188821504
2019-09-06,9586.8828125,9879.5859375,9332.8623046875,9302.5458984375,17553807808
2019-09-07,9303.111328125,9489.6611328125,9298.607421875,9452.435546875,13757572158
2019-09-08,9453.2080078125,9522.8828125,9440.462890625,9475.26953125,12405793930
2019-09-09,9476.279296875,9482.8740234375,9195.49609375,9355.65234375,15928586966
2019-09-10,9355.4833984375,9410.892578125,9076.9462890625,9155.443359375,13491378250
2019-09-11,9160.6982421875,9249.4169921875,9035.23828125,9241.6259765625,14008172465
2019-09-12,9240.6943359375,9437.91796875,9173.3330078125,9416.1162109375,13860393424
2019-09-13,9420.7783203125,9437.0283203125,9231.02734375,9308.9521484375,12677713410
2019-09-14,9295.345703125,9364.287109375,9247.087890625,9306.70703125,12101638742
2019-09-15,9305.2841796875,9310.314453125,9244.037109375,9336.203125,10866163849
2019-09-16,9336.3193359375,9375.892578125,9257.708984375,9338.7177734375,13776332504
2019-09-17,9344.703125,9299.40625,9261.8837890625,9247.5107421875,13819521176
2019-09-18,9253.4013671875,9284.7744140625,9219.4580078125,9246.486328125,14660255693
2019-09-19,9248.5244140625,9332.0869140625,8922.421875,9292.9736328125,18047239238
2019-09-20,9292.88671875,9311.7998046875,9195.8095703125,9239.4833984375,13370761401
2019-09-21,9241.3046875,9245.341796875,9075.29296875,9092.5419921875,12182959742
2019-09-22,9096.5341796875,9142.2060546875,9004.3515625,9138.951171875,11978776314
2019-09-23,9136.74609375,9138.341796875,8824.1435546875,8850.279296875,13776581397
2019-09-24,8850.27734375,8925.556640625,7596.94580078125,7826.95703125,22701120940
2019-09-25,7811.39697265625,7944.51904296875,7568.9755859375,7748.6669921875,19853045710
2019-09-26,7749.28466796875,7789.7998046875,7223.49853515625,7433.7265625,17632812763
2019-09-27,7428.35546875,7559.7978515625,7271.26220703125,7541.8154296875,14997033814
2019-09-28,7541.29296875,7572.6806640625,7426.27880859375,7537.4013671875,12926102470
2019-09-29,7537.51318359375,7551.8369140625,7301.916015625,7405.60498046875,11911044079
2019-09-30,7405.64208984375,7626.7021484375,7154.353515625,7609.142578125,15702454866
2019-10-01,7614.5126953125,7768.81103515625,7555.9697265625,7630.927734375,13998573192
2019-10-02,7631.78369140625,7657.5341796875,7527.44482421875,7657.5341796875,11975466884
2019-10-03,7655.46533203125,7674.70068359375,7413.20068359375,7525.158203125,12452803872
2019-10-04,7524.705078125,7525.21630859375,7427.626953125,7473.72314453125,11967022550
2019-10-05,7477.5576171875,7482.45458984375,7351.4189453125,7424.63134765625,11112578862
2019-10-06,7423.15234375,7433.6572265625,7246.53369140625,7272.20947265625,11981277728
2019-10-07,7273.08740234375,7567.12060546875,7201.98681640625,7515.01123046875,16413971354
2019-10-08,7516.12939453125,7590.02880859375,7471.83349609375,7508.35302734375,14227161316
2019-10-09,7509.31787109375,7859.17578125,7452.04248046875,7824.07470703125,17644697905
2019-10-10,7814.5537109375,7829.59130859375,7686.71240234375,7798.2265625,16001250003
2019-10-11,7797.126953125,7918.0947265625,7533.46240234375,7538.51318359375,17759216752
2019-10-12,7532.994140625,7625.80810546875,7530.8896484375,7554.5029296875,13169334496
2019-10-13,7554.8173828125,7676.47705078125,7500.9033203125,7545.00537109375,12520552918
2019-10-14,7544.84814453125,7607.93115234375,7512.48095703125,7595.3798828125,13741475462
2019-10-15,7594.26611328125,7628.69482421875,7416.80517578125,7435.96826171875,13793224980
2019-10-16,7435.33837890625,7435.1962890625,7210.5361328125,7266.7314453125,14512327589
2019-10-17,7266.98974609375,7309.07275390625,7223.97119140625,7284.2734375,12865415827
2019-10-18,7281.59716796875,7316.3525390625,7101.64306640625,7138.11767578125,14012291755
2019-10-19,7138.6513671875,7236.0791015625,7112.6650390625,7151.86279296875,12352682776
2019-10-20,7160.140625,7421.064453125,7116.8388671875,7370.44384765625,13898334789
2019-10-21,7373.166015625,7445.89306640625,7348.23486328125,7392.27685546875,14229761008
2019-10-22,7391.99072265625,7445.14111328125,7255.71240234375,7259.02490234375,15099414522
2019-10-23,7257.25048828125,7274.65966796875,6708.87109375,6750.24951171875,19710761538
2019-10-24,6745.80859375,6767.16650390625,6689.85302734375,6748.62109375,14651566652
2019-10-25,6746.1123046875,7845.34033203125,6736.0849609375,7816.3427734375,25906522539
2019-10-26,7822.548828125,9044.6240234375,7818.0166015625,8343.4580078125,40157247739
2019-10-27,8340.51171875,8798.814453125,8223.94140625,8617.56640625,29405554029
2019-10-28,8629.64453125,8850.3740234375,8340.048828125,8340.048828125,27885244605
2019-10-29,8333.103515625,8577.390625,8309.724609375,8483.099609375,25578615575
2019-10-30,8478.3984375,8482.3671875,8170.73681640625,8253.669921875,24841122082
2019-10-31,8250.7392578125,8403.74609375,8083.826171875,8245.560546875,23826849281
2019-11-01,8240.5478515625,8305.38671875,8179.64794921875,8292.35546875,21780231051
2019-11-02,8291.1728515625,8397.126953125,8282.0439453125,8349.8740234375,19021882025
2019-11-03,8349.9365234375,8399.2041015625,8185.5888671875,8270.4453125,18924326413
2019-11-04,8270.6708984375,8541.1826171875,8229.0908203125,8458.521484375,23517560013
2019-11-05,8458.875,8501.20703125,8314.5576171875,8436.5732421875,23658103730
2019-11-06,8435.0712890625,8507.759765625,8406.0283203125,8456.39453125,20898606220
2019-11-07,8448.7275390625,8464.5966796875,8326.859375,8385.0390625,20538694387
2019-11-08,8383.0546875,8392.0146484375,7958.7861328125,7990.45556640625,22082304835
2019-11-09,7994.61962890625,8069.3515625,7979.822265625,7998.57275390625,15953099477
2019-11-10,7997.5810546875,8260.884765625,7991.8388671875,8215.490234375,18678081493
2019-11-11,8216.7529296875,8241.0791015625,7888.7724609375,7936.01025390625,18363916828
2019-11-12,7937.78955078125,8040.51416015625,7886.7421875,8005.5029296875,18443301326
2019-11-13,8002.20751953125,8023.83447265625,7955.044921875,8000.45703125,15936634176
2019-11-14,8003.79345703125,8016.62158203125,7886.23095703125,7902.3349609375,17318828985
2019-11-15,7900.1689453125,7924.1845703125,7676.111328125,7684.1572265625,19723343312
2019-11-16,7683.41015625,7774.64892578125,7667.853515625,7737.33544921875,14926199871
2019-11-17,7736.16845703125,7898.70166015625,7692.279296875,7759.69677734375,16887781426
