Date,Open,High,Low,Close,Volume,Williams_%R14,ROC_14,rsi_7,rsi_14,rsi_28,Stochastic_K3,Stochastic_D3,MACD_Line,Signal_Line,MACD_Histogram,midlle_band,upper_band20,lower_band20,Tenkan_sen,Kijun_sen,Senkou_Span_A,Senkou_Span_B,Chikou_Span,ema_3,ema_8,ema_15,ema_50,ema_100,ADX_14,Donchian_Upper_10,Donchian_Lower_10,Donchian_Upper_20,Donchian_Lower_20,ERI_13,ALMA_10,TSI_13_25,Z_Score_20,LogReturn_5,LogReturn_10,LogReturn_20,kurtosis_5,kurtosis_10,kurtosis_20,Positive_VI_7,Negative_VI_7,Aroon_Up_16,Aroon_Down_16,Bull_Power_14,Bear_Power_14,Upper_Band_20,Lower_Band_20,Middle_Band_20,Short_Run_14,Bias_26,TTM_Trend_5_20,Percent_Return_1,Percent_Return_5,Percent_Return_10,Percent_Return_20,Stdev_5,Stdev_10,Stdev_20,VIX_21,Chaikin_Volatility_10,atr_14,Chaikin_Oscillator_3,TR,ATR,Middle Band,Upper Band,Lower Band,OBV_10,CMF_5,VPT_7,A/D Line_3,MFI_14,EOM_14,month,day,year,day_of_week,targetvalue_j1,targetvalue_j2,targetvalue_j3,target_night
2019-01-05,3380.25732421875,3426.704833984375,3367.01416015625,3374.292724609375,4508432437,,,53.29292749599044,49.00628069629765,49.00628069629765,35.04337550796899,20.39737243228512,-0.6656345471751592,-6.5151466594021725,5.849512112227013,,,,3370.1868896484375,,,,3020.302490234375,3380.5002405643463,3375.858735007157,3374.8273084669954,3383.7151402040026,3388.5813718970257,,3483.446044921875,3197.248291015625,,,-180836268095.7026,3360.63419616417,-78.67410580763135,,0.03603549105362558,-0.0061660962285216,0.0,4.08213660441249,0.9330570026325029,,1.0170382673403169,1.0037980687534602,,,52.05226759956349,-7.638406228561507,,,,,,2.931656523901893,-0.3250787401489652,0.7428083891444159,0.009453657816138605,,51.85774289810126,80.87907397964001,,,0.6339168366161951,134.8439053622159,-1196572474.006092,59.690673828125,,,,,4571952694.2,517.1516077702934,43964233.03082134,-77444807767.33333,-458.87262884293034,0.12418187516144882,1,5,2019,5,3572.601806640625,3506.494384765625,3518.60791015625,3366.679931640625
2019-01-06,3366.679931640625,3590.927001953125,3357.76513671875,3572.601806640625,4905016564,,,63.98048077460252,57.085370698955295,57.085370698955295,100.0,49.92129826705109,25.229826484740897,-0.1661520305735591,25.395978515314457,,,,3414.7647705078125,,,,3044.247314453125,3476.5510236024857,3419.5794175923725,3399.549120738699,3391.1224604564195,3392.2253409018494,,3572.601806640625,3256.927734375,,,-16044039488.471375,3384.8061485087783,-74.68502814936711,,0.06533340225219053,0.11739892603266244,0.0,-0.33448136743105294,1.5345182475725831,,0.7721543351191588,1.0154729854820466,,,189.88120353420481,-43.280661700170185,,,,,,48.71558336386988,5.877056266782765,1.3251568982424877,1.1802710364406133,,89.25001476498755,85.59106477545265,,,0.6036173877140301,143.03706868489584,1619691368.2369995,233.161865234375,,,,,5547209033.3,564.7921686777366,289057718.70326364,-86556626280.0,4039.875908001161,0.4477430022363118,1,6,2019,6,3506.494384765625,3518.60791015625,3492.60546875,3574.443359375
2019-01-07,3574.443359375,3586.8115234375,3515.712890625,3506.494384765625,4554786508,,,69.6827841273839,54.2216785337604,54.2216785337604,66.66445066566207,67.23594205787703,34.34928239271676,6.736934854084505,27.612347538632253,,,,3414.7647705078125,,,,3073.150146484375,3491.5227041840553,3438.893854741984,3412.917278742065,3395.6468496450157,3394.4880942456866,,3572.601806640625,3256.927734375,,,-56767061452.2489,3396.972001722022,-71.4833333248813,,0.0066165341866999405,0.022391879749194876,0.0,-1.7118162044469072,0.10141559727704585,,0.7208917597478444,1.3142800124434322,,,171.70591350568566,100.60728069318566,,,,,,59.044896460156,-1.8503999452757935,0.18012561346427702,0.26820358170001724,,92.78675199032692,92.30327615911798,,,0.5127697128817691,137.50334284855768,-2445942358.3036485,80.317138671875,,,,,5574761276.9,613.8474096725307,213991227.30464345,-95868783286.0,-709.3457635885718,0.5104839312878019,1,7,2019,0,3518.60791015625,3492.60546875,3197.2578125,3509.339111328125
2019-01-08,3509.339111328125,3591.6376953125,3492.50341796875,3518.60791015625,4632231428,-17.668092887873495,,65.02273432078273,54.63865140190141,54.63865140190141,18.324002127219547,61.6628175976272,41.69412258313105,13.728372399893814,27.965750183237233,,,,3414.7647705078125,,,,3023.359619140625,3505.0653071701527,3456.6080892784876,3426.128607668838,3400.4688520180057,3396.9459123825295,,3572.601806640625,3256.927734375,,,-40641387956.45205,3416.8805326419606,-68.65962224882306,,0.04460698633775917,0.05372012338837995,0.0,-2.526419767376086,-0.6259785572901042,,0.696526311116185,1.30290982639861,,,162.73177868409402,63.597501340344024,,,,321.359619140625,,66.28500734266254,0.34545971164972045,0.9100019086853894,0.5665415312329314,,87.3862630708694,96.10708637207676,,,0.486631058333353,134.7626953125,-3373752223.170823,99.13427734375,,,,,6501831849.6,644.4226974275871,227025091.55806062,-105263472952.66667,3031.300793208981,0.4560843752806686,1,8,2019,1,3492.60546875,3197.2578125,3215.769775390625,3519.37158203125
2019-01-09,3519.37158203125,3549.9384765625,3510.328369140625,3492.60546875,4427887595,-23.958862456675874,2.8680677887320982,51.02783316429715,53.59084248648949,53.590842486489485,0.0,28.32948426429387,42.630676420317286,19.50883320397851,23.121843216338775,,,,3463.0538330078125,,,,3024.73291015625,3498.8353879600763,3464.6075069388235,3434.4382153039833,3404.0820526741622,3398.8401610234696,,3572.601806640625,3256.927734375,,,-51283459354.45158,3434.5590069216423,-66.33141973083386,,0.031698206117200645,0.03345638594052014,0.0,2.5615981721910703,-0.7088960654893426,,0.8834044847504122,1.2532593033116453,,,112.5392863178813,72.9291788960063,,,,295.357177734375,,62.3567149260939,-0.7389979807410629,0.6616078624533328,0.37191320331378064,,72.91408018162858,97.47148366001936,,,0.48925658716435333,130.43390764508928,-6324397291.829256,57.3330078125,,,,,6569079224.9,684.2407623834001,192786639.00107458,-114340076640.0,-911.343129209129,0.41587943321421106,1,9,2019,2,3197.2578125,3215.769775390625,3192.19677734375,3491.71044921875
2019-01-10,3491.71044921875,3515.612548828125,3181.4765625,3197.2578125,5974139645,-95.41230865915519,0.000297802469750863,36.33025368389556,50.00032758568844,44.00548468071428,0.0,6.108000709073182,3.6486348497364816,16.336793533130106,-12.688158683393624,,,,3384.9298095703125,,,,3038.158203125,3348.046600230038,3405.1964637301962,3404.7906649534852,3395.9712981575285,3394.8484313497374,,3572.601806640625,3197.2578125,,,-296021271198.23804,3439.3457907395464,-65.11099757618283,,-0.05246578366429944,-0.018320922888530267,0.0,4.261082736372133,0.6302700460492705,,0.9507295541489424,0.8059599552988369,,,110.23220894945553,-223.90377737866947,,,,0.0,,-12.313180080760048,-8.456370434411099,-0.9646504763990936,-0.1109210436273389,,148.6114409265114,110.30760013532378,,,0.6373960887783933,138.6435546875,-6403301643.932663,334.135986328125,,,,,6444589752.1,685.2991971997923,-143537679.91117546,-124362915752.0,543.1795306833,-0.09065096943893318,1,10,2019,3,3215.769775390625,3192.19677734375,3100.2216796875,3192.72314453125
2019-01-11,3192.72314453125,3239.57080078125,3169.443603515625,3215.769775390625,4830339183,-89.02728087031394,-6.237496920388674,36.48958797860393,41.369340526944924,44.626268625379076,6.26785501725985,2.0892850057532835,-21.55727082765725,8.757980660972635,-30.315251488629883,,,,3384.9298095703125,,,,3003.6240234375,3281.9081878103316,3363.1016440991807,3381.1630537581277,3388.904571774513,3391.302319350547,,3572.601806640625,3197.2578125,,,-240958366783.51434,3431.2752775488743,-63.876138708099504,,-0.09988015753301516,-0.041072265789941165,0.0,-3.270690869727897,-0.5951967395150306,,1.1685629476731962,0.8195107651532221,87.5,106.25,-140.5281304990135,-210.6553277646385,,,,18.511962890625,,-52.5536595528165,0.5789950005986588,-2.024262729635915,-0.34955291569671365,,164.37024907805022,127.51756512022547,,,0.6160479266367276,123.55140904017857,-768924069.9386158,70.127197265625,,,,,6425843769.4,693.3546034737406,-118905618.53292525,-134517826700.66667,-1499.3087064526455,-0.3244480441374008,1,11,2019,4,3192.19677734375,3100.2216796875,3230.38037109375,3215.427734375
2019-01-12,3215.427734375,3225.8974609375,3186.5068359375,3192.19677734375,4165967738,-94.61073135076651,-4.403046091223207,35.7729780333934,43.72987307216177,44.00502829750981,0.0,2.0892850057532835,-42.039572144542944,-1.4015299001304804,-40.63804224441246,,,,3382.3992919921875,,,,2998.1572265625,3237.052482577041,3325.122784820196,3357.5422692063303,3381.1905406203655,3387.359635350412,,3572.601806640625,3192.19677734375,,,-220564935721.75778,3407.962685108659,-62.91052069826464,,-0.08963299892547316,-0.08360952454042014,0.0,-3.235992576086524,-1.4766072356226956,,1.2264765179579895,0.7964184798860275,81.25,100.0,-129.1478498178949,-168.5384748178949,,,,0.0,,-80.7699432279851,-0.7330437093871711,-1.8007914824581905,-0.8103329344969568,,166.91836175828794,141.72189118408645,,,0.5692244798996435,117.41537039620536,-1457776296.190836,39.390625,,,,,5527191863.9,710.6293111905525,-151954398.90432447,-144498124411.33334,-1614.3905006691782,-0.49328997516671363,1,12,2019,5,3100.2216796875,3230.38037109375,3180.91796875,3190.07568359375
2019-01-13,3190.07568359375,3203.931396484375,3093.601318359375,3100.2216796875,4084792180,-98.67070727471217,-8.26493512160189,5.739074817694416,38.59099602129184,41.73800398103239,0.0,2.0892850057532835,-67.75026120943357,-14.6712761619911,-53.07898504744247,,,,3336.4117431640625,,,,3237.059326171875,3168.6370811322704,3275.1447614573744,3325.3771955164766,3370.1721539171162,3381.6737352382756,,3572.601806640625,3100.2216796875,,,-242726967713.07617,3377.227851578726,-62.37030657042104,,-0.11890674981463645,-0.07960383524132619,0.0,3.5657407515952944,-1.640253899402707,,1.5066535406015722,0.6541574840145942,75.0,106.25,-117.13743012863415,-227.46750825363415,,,,0.0,,-117.12399653027387,-2.881247744782922,-2.446132973744719,-0.7680655325296648,,148.3626375011798,167.65564558148145,,,0.5644151430476249,118.70546177455357,-3383859577.1511536,110.330078125,,,,,4617777847.9,731.0033205316515,-293280078.03580326,-153218857145.33334,-1589.2104687626606,-0.545971242716739,1,13,2019,6,3230.38037109375,3180.91796875,3206.829833984375,3104.109619140625
2019-01-14,3104.109619140625,3249.573486328125,3098.569580078125,3230.38037109375,4926029291,-72.53633287368312,-0.8151044618232683,26.90127514851271,48.922288366605514,45.696962173166156,100.0,33.333333333333336,-67.46929882400127,-25.230880694393136,-42.238418129608135,3349.4448852539062,3611.8720852780725,3087.01768522974,3336.4117431640625,,,,3240.96435546875,3199.50872611301,3265.1971191543466,3313.5025924636357,3364.690123218161,3378.677827037394,,3572.601806640625,3100.2216796875,3572.601806640625,3100.2216796875,-116456611419.00566,3344.8416213252976,-60.217356044532174,-0.9074098580420918,-0.07508007990095145,-0.04576177763174705,0.0,3.3978438497407435,-1.8695123330353733,-0.8988582111918038,1.3996979681573134,0.5055974851320644,68.75,100.0,-59.40354621564984,-210.40745246564984,3414.052492675781,3284.8372778320313,3349.4448852539062,130.15869140625,,-104.34345147206204,4.198367241253864,-1.4586599293457336,-0.3985260334462004,,50.92181769113554,171.7082626677411,131.21360001208322,,0.6158575794817077,119.68727329799107,1251007233.038269,151.00390625,131.76424560546874,3349.4448852539062,3612.9733764648436,3085.916394042969,3775538884.2,746.2836364688073,-102053413.37488043,-162003383284.66666,458.94490100853017,-0.35780436120568027,1,14,2019,0,3180.91796875,3206.829833984375,3228.888916015625,3228.39111328125
2019-01-15,3228.39111328125,3241.083251953125,3171.643798828125,3180.91796875,4851261531,-82.4678167235878,-5.1464913992178225,23.411549320899567,42.71497381422009,44.546657946097135,61.9983868849999,53.999462294999965,-72.40268534764255,-34.66524162504302,-37.73744372259952,3338.729382324219,3610.616337610481,3066.842427037957,3309.414794921875,,,,3258.583740234375,3190.213347431505,3246.4684190644916,3296.929514499431,3357.483372062547,3374.7617902396237,,3572.601806640625,3100.2216796875,3572.601806640625,3100.2216796875,-134099245462.15894,3307.872486214795,-58.59063676969684,-1.1608605010715851,-0.005110580600074743,-0.05730823364821169,-0.06312096179337179,2.406175334330438,-1.944350872757723,-1.1198923327293482,1.4306368029002816,0.6058416511786443,62.5,93.75,-50.81923875148004,-120.25869187648004,3402.347741699219,3275.1110229492188,3338.729382324219,80.6962890625,,-105.09882321809528,-1.5311634130256602,-0.07361852506864608,-0.5191345007338699,-0.25484042145886565,50.635703212728366,178.1889913282038,135.94347764313105,,0.6184255679860144,115.88636997767857,-1145677324.8987312,69.439453125,130.2255615234375,3338.729382324219,3599.180505371094,3078.2782592773438,2899017011.1,814.9048365428822,-172980446.20709252,-171244771952.66666,472.0670375357038,-0.30745112837067967,1,15,2019,1,3206.829833984375,3228.888916015625,3217.80126953125,3181.456787109375
2019-01-16,3181.456787109375,3237.273193359375,3177.5263671875,3206.829833984375,4732988810,-77.26501097817258,-7.940878296098419,27.495879021054577,37.199741513906055,45.2684081834669,52.38699296143101,71.46179328214363,-71.02568977100327,-41.937331254235076,-29.088358516768196,3339.208459472656,3610.077608117712,3068.3393108276005,3309.414794921875,,,,3234.70947265625,3198.52159070794,3237.6598446022435,3285.667054435049,3351.5753901771286,3371.4364049672427,,3518.60791015625,3100.2216796875,3572.601806640625,3100.2216796875,-97422129224.63269,3265.2561505540302,-56.879011403140005,-0.9774359771163812,-0.002780031541643524,-0.10238251908633256,0.0029968091610759195,2.683171711943878,-1.1767207685294272,-1.104903286905508,1.3748201887334175,0.6010401029976495,56.25,87.5,-43.28627644919925,-103.03310262107425,3403.3450561523437,3275.0718627929687,3339.208459472656,106.608154296875,,-96.04848197043611,0.8146033782995499,-0.02649684952846787,-1.0253797895821914,0.07744562342921091,49.37094270610826,157.0204436964484,135.43457432252785,59.6714369550049,0.5154643576977589,108.87587193080357,-1245338020.742916,59.746826171875,122.2528564453125,3339.208459472656,3583.7141723632812,3094.702746582031,2005292362.6,851.947845166928,-136910724.27091584,-180918291707.33334,-1236.593560493791,-0.56342402196208,1,16,2019,2,3228.888916015625,3217.80126953125,3280.021484375,3203.914306640625
2019-01-17,3203.914306640625,3230.761962890625,3179.520263671875,3228.888916015625,4796438707,-72.8357999702935,-4.140500848567252,54.37313975914839,42.9382398854406,45.86819986626873,100.0,71.46179328214363,-65.72054697996282,-46.69397439938063,-19.02657258058219,3329.1680541992187,3600.8001511977272,3057.53595720071,3296.41357421875,,,,3223.957763671875,3213.7052533617825,3235.7107493607728,3278.569787132621,3346.7641558962855,3368.613682413745,,3518.60791015625,3100.2216796875,3572.601806640625,3100.2216796875,-68389677207.460075,3234.2466732907733,-55.1301241051316,-0.7383452787182535,0.011494322321322192,-0.07916894718442713,-0.05854980898045625,2.269804875857936,1.0037951972619235,-1.0785643330193802,1.5167078380295849,0.996451350329179,50.0,81.25,-42.90809974555623,-94.14979896430623,3393.745832519531,3264.590275878906,3329.1680541992187,128.667236328125,,-82.28822543359956,0.6878781592175143,0.2576875241924692,-0.7715519791328607,-0.2516741987164217,53.77562338434719,136.5434222393918,135.81604849925418,56.091162422272234,0.5198195544300562,103.38727678571429,2933759264.7731743,51.24169921875,110.74407958984375,3329.1680541992187,3550.656213378906,3107.679895019531,2046690235.6,866.1616662748722,-95815922.4518061,-190505417739.33334,589.6993810793765,-0.5878627459009845,1,17,2019,3,3217.80126953125,3280.021484375,3168.37353515625,3228.488525390625
2019-01-18,3228.488525390625,3232.405517578125,3198.4306640625,3217.80126953125,4401105431,-75.06207238681992,-4.9477581387056935,50.28674969002362,41.46841311352278,45.61693003444505,49.736591628483524,67.37452819663818,-62.09770167657007,-49.774719854818514,-12.322981821751554,3323.0968994140626,3599.174018501131,3047.0197803269944,3165.301025390625,,,,3224.065673828125,3215.7532614465163,3231.730864954212,3270.97372243245,3341.706787803539,3365.6272980002304,,3492.60546875,3100.2216796875,3572.601806640625,3100.2216796875,-65590852057.73591,3210.437138217304,-53.68887011368207,-0.7627986718421585,0.03792618786396007,-0.08549024168243913,-0.036362664625742336,0.9652800730397626,6.8380953537280815,-1.147247015758643,1.0139097291799568,1.056271629536456,43.75,75.0,-33.81537264406552,-67.79022615969052,3387.4529248046874,3258.7408740234378,3323.0968994140626,117.57958984375,,-74.01597937008592,-0.3433889109463961,0.7652592909597744,-0.8404368413924723,-0.13694765507977047,20.278734056536518,100.81110189378576,138.03855954353418,49.67255656589773,0.5168164175765148,101.57758440290179,1893552420.7561169,33.974853515625,106.17806396484374,3323.0968994140626,3535.45302734375,3110.7407714843753,1184754422.7,891.2855546025834,-112402771.56732684,-199792439704.66666,-1017.295718806063,-0.5317914649397336,1,18,2019,4,3280.021484375,3168.37353515625,3145.284912109375,3212.996826171875
2019-01-19,3212.996826171875,3306.3818359375,3212.996826171875,3280.021484375,5239221707,-62.568965914477616,-2.79380741175288,61.17718193207127,45.4363099699729,47.23887036898774,100.0,83.24553054282784,-50.11126362041432,-49.84202860793768,-0.26923501247664205,3318.121057128906,3593.5013341632452,3042.740780094567,3190.12158203125,,,,3202.042724609375,3247.887372910758,3242.462113714387,3272.104692675269,3339.2877562965377,3363.932133373988,,3280.021484375,3100.2216796875,3572.601806640625,3100.2216796875,-9651373160.405266,3199.6633873443643,-51.551810516632536,-0.27670516686389474,0.015366956079058358,-0.06086687611214314,-0.02944687586982464,1.6764935790275413,3.2473590991831776,-1.0555081541681894,0.858581464813311,1.0465453774854436,37.5,68.75,38.32086649493476,-55.06414327069024,3383.721486816406,3252.5206274414063,3318.121057128906,179.7998046875,,-51.86232013500694,1.9336251568081941,0.3123108740706404,-0.5731745276375466,-0.100630662161883,36.55635717556974,45.836147744062146,137.6901385171695,49.4343180186384,0.5353667507339906,103.98432268415179,1726750185.2579422,93.385009765625,106.23387451171875,3318.121057128906,3530.5888061523438,3105.6533081054686,1289529540.0,902.7458202714538,-31848571.360845566,-209416950268.0,-1326.9940361236488,-0.5076417745441483,1,19,2019,5,3168.37353515625,3145.284912109375,3172.09619140625,3277.27490234375
